Home,Level,BOM Line,Item Description,Quantity,Item Type,QTY., UNIT PRICE , totPRICE , subtotal , PO , VENDOR ,Rule configured by,Item Rev Status,Find No.,Make/Buy,Unit Of Measure,Reference Designator,All Notes,VOC - Variant Occ. Config'd,HCVD - Has Classic Variant Data,Variant Conditions,EOC - Effective Occ. Config'd,Occurrence Effectivity ID,Item Revision Checked-Out,Has Active Markup,PDLC,DOCINT,DOCPDLC
574,3,BOM_RPR595100362/000 x 800,HILTI STUD X-BT-MR M10/15 SN 8,800,BOM,800,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,280,,EACH,,,Y,False,,True,,,False,,,
575,3,BOM_RPR371200600/000 x 29,SUPPORT WELDED FOR CHANNEL SYSTEM DOUBLE PROFILE,29,BOM,29,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,290,,EACH,,,Y,False,,True,,,False,,,
576,3,BOM_RPR595120717/001 x 38,PLATE L63-UR1 REINFORCED HEAD CONNECTION,38,BOM,38,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,300,,EACH,,,Y,False,,True,,,False,,,
577,3,BOM_RPR595120718/001 x 2,SINGLE BRACKET L=75(125),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,310,,EACH,,,Y,False,,True,,,False,,,
578,3,BOM_RPR595120727/000 x 13,DOUBLE BRACKET L=200(250),13,BOM,13,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,320,,EACH,,,Y,False,,True,,,False,,,
579,3,BOM_RPR595120742/000 x 1,DOUBLE BRACKET WITH 4 HOLES L=200(250),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,330,,EACH,,,Y,False,,True,,,False,,,
580,3,BOM_RPR595120743/000 x 16,DOUBLE BRACKET WITH 4 HOLES L=300(350),16,BOM,16,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,340,,EACH,,,Y,False,,True,,,False,,,
581,3,BOM_RTR330250600/000 x 490,"AISI 316L FIXING KIT FOR PLATE TO PROFILE; M12X30MM BOLT,M12 PLANE WASHER, M12 NUT WITH SPRING",490,BOM,490,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,350,,EACH,,,Y,False,,True,,,False,,,
582,3,BOM_RPR595120656/000 x 9,60 UR1 DOUBLE BRACKET L=450(500),9,BOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,360,,EACH,,,Y,False,,True,,,False,,,
583,1,K063EIA00_0506053/001 x 1,ELECTRICAL POWER DISTRIBUTION 1ST MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,570,,EACH,,,Y,False,,True,,,False,,,
584,2,BOM_SKO2158048/000 x 1,LTS ELECTRICAL POWER DISTRIBUTION 1ST MTO,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K063EIA01_0506053..1.000000,Y,False,,True,,,False,,,
585,3,BOM_RSO43348/001 x 2,JUNCTION BOX FOR 480VAC WELDING SOCKETS,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
586,3,BOM_RSO43353/001 x 3,JUNCTION BOX FOR 120VAC CONVENIENCE SOCKETS,3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
587,3,BOM_RSO43350/001 x 8,JB FOR 120VAC LIGHTING DISTR. CIRCUITS - MODULE INTERFACE,8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
588,3,BOM_RSO43351/001 x 2,JB FOR 120VAC LIGHTING DISTR. CIRCUITS - SPLIT CIRCUIT,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
589,3,BOM_RSO43352/001 x 7,JUNCTION BOX FOR 120VAC CONVENIENCE SOCKET (ADAPTER JB),7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
590,3,BOM_RPO03557/001 x 4,480VAC WELDING SOCKET,4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
591,3,BOM_RPO03558/001 x 7,120VAC CONVENIENCE SOCKET,7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
592,1,K063EIA15_0506053/001 x 1,ELECTRICAL POWER DISTRIBUTION BALANCE,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,580,,EACH,,,Y,False,,True,,,False,,,
593,2,BOM_SKO2158065/001 x 1,LTS ELECTRICAL POWER DISTRIBUTION - BALANCE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K063EIA21_0506053..1.000000,Y,False,,True,,,False,,,
594,3,BOM_RVO21661/000 x 100,S-BT EARTHING ASSEMBLY M10,100,BOM,100,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
595,3,BOM_RPR595120657/000 x 3,60 UR1 DOUBLE BRACKET L=550(600),3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
596,3,BOM_RPR595120677/000 x 1,DIAM 500 DOUBLE BRACKET L=850,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
597,3,BOM_RPR595120676/000 x 16,DIAM 480 SINGLE BRACKET L=500 (VERTICAL ROUTING),16,BOM,16,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
598,3,BOM_RPR595120716/001 x 24,SUPPORT 25-UR1-40X80 ORIENTATION 90 WITH 6 HOLES WELDED FOR CHANNEL SYSTEM DUOBLE PROFILE 40X80,24,BOM,24,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
599,3,BOM_RPR595120752/000 x 2,DIAM 273 SINGLE BRACKET L=650,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
600,3,BOM_RPO595100306/000 x 240,"CABLE GLAND 3/4"" NPT FOR MC-HL ARMOURED CABLES (CCW) FOR INCREASED SAFE ENCLOSURE",240,BOM,240,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,,Y,False,,True,,,False,,,
601,3,BOM_RPO595100309/000 x 22,"CABLE GLAND 1-1/4"" NPT FOR MC-HL ARMOURED CABLES (CCW) FOR INCREASED SAFE ENCLOSURE",22,BOM,22,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,100,,EACH,,,Y,False,,True,,,False,,,
602,3,BOM_RPR371310600/000 x 2,SINGLE BRACKET L=500(550),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,110,,EACH,,,Y,False,,True,,,False,,,
603,1,K063EIB20_0506053/001 x 1,SECONDARY EARTHING SYSTEM - 1ST MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,590,,EACH,,,Y,False,,True,,,False,,,
604,2,BOM_SKO2160531/000 x 1,LTS EARTHING SYSTEM 1ST MTO,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K063EIB02_0506053..1.000000,Y,False,,True,,,False,,,
605,3,BOM_RTO80466/001 x 50,EARTH CONNECTION BAR 305X51X6,50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
606,3,BOM_SSR86891/001 x 100,PRESA*DI TERRA,100,BOM,100,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
607,3,BOM_FNC26105/000 x 1000,"WASHER Di 10,5 ITN34451 - AISI  316 L",1000,BOM,1000,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
608,3,BOM_FNP34105/002 x 2000,"ROSETTA A 10,5",2000,BOM,2000,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
609,3,BOM_RPR5502241/000 x 1000,STUD M10 + WASHER HILTI,1000,BOM,1000,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
610,3,BOM_FFG24010/000 x 2000,nut_M10,2000,BOM,2000,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
611,3,BOM_RPO5502243/000 x 5,GUN CHARGE PROPELLER,5,BOM,5,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
612,1,K063EID00_0506053/001 x 1,MODULE LIGHTING SYSTEM 1ST MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,610,,EACH,,,Y,False,,True,,,False,,,
613,2,BOM_SKO2160544/000 x 1,LIGHTING SYSTEM 1ST MTO,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K063EID01_0506053..1.000000,Y,False,,True,,,False,,,
614,3,BOM_RPO27441/000 x 13,FLOODLIGHT LED 125W (NORMAL LIGHTING FIXTURE),13,BOM,13,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
615,3,BOM_RPO27444/000 x 67,WELL-GLASS LED 40W,67,BOM,67,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
616,3,BOM_RPO27445/000 x 29,EXIT LAMP 15W LED (ESCAPE LIGHTING FIXTURE),29,BOM,29,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
617,3,BOM_RPO27446/000 x 2,LIGHTING POLE ON STRUCTURE BEAM FOR WELL-GLASS (TYPICAL L-01AA),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
618,3,BOM_RPO27447/000 x 1,LIGHTING POLE ON PLATFORM FLOOR 2 FOR WELL-GLASS (TYPICAL L-01AB),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
619,3,BOM_RPO27448/000 x 3,LIGHTING POLE ON STRUCTURAL BEAM FOR WELL-GLASS (TYPICAL L-01AC),3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
620,3,BOM_RPO27449/000 x 8,LIGHTING POLE ON STAIR FOR WELL-GLASS (TYPICAL L-01B),8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,,Y,False,,True,,,False,,,
621,3,BOM_RPO27450/000 x 1,LIGHTING POLE ON STRUCTURAL BEAM FOR WELL-GLASS (TYPICAL L-01C),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,,Y,False,,True,,,False,,,
622,3,BOM_RPO27453/000 x 11,LIGHTING POLE ON STRUCTURAL BEAM FOR ESCAPE LIGHTING (TYPICAL L-03A),11,BOM,11,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,120,,EACH,,,Y,False,,True,,,False,,,
623,3,BOM_RPO27454/000 x 3,LIGHTING POLE ON STRUCTURAL BEAM FOR ESCAPE LIGHTING (TYPICAL L-03B),3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,130,,EACH,,,Y,False,,True,,,False,,,
624,3,BOM_RPO27455/000 x 8,LIGHTING SUPPORT FOR WELL-GLASS ON COLUMN WITH DIAM. 480  (TYPICAL L-04),8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,140,,EACH,,,Y,False,,True,,,False,,,
625,3,BOM_RPO27456/000 x 14,LIGHTING SUPPORT FOR WELL-GLASS ON COLUMN WITH DIAM. 500MM (TYPICAL L-05),14,BOM,14,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,150,,EACH,,,Y,False,,True,,,False,,,
626,3,BOM_RPO27457/000 x 3,LIGHTING SUPPORT FOR WELL-GLASS ON COLUMN WITH DIAM. 273MM (TYPICAL L-06),3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,160,,EACH,,,Y,False,,True,,,False,,,
627,3,BOM_RPO27458/000 x 2,LIGHTING SUPPORT FOR WELL-GLASS ON LATERAL BEAM (TYPICAL L-07),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,170,,EACH,,,Y,False,,True,,,False,,,
628,3,BOM_RPO27459/000 x 4,LIGHTING SUPPORT FOR WELL-GLASS ON STRUCTURE (TYPICAL L-09),4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,180,,EACH,,,Y,False,,True,,,False,,,
629,3,BOM_RPO27460/000 x 16,"LIGHTING SUPPORT FOR WELL-GLASS ON COOLER AREA (TYPICAL E-01,E-02,E-03)",16,BOM,16,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,190,,EACH,,,Y,False,,True,,,False,,,
630,3,BOM_RPO27461/000 x 1,LIGHTING SUPPORT FOR ESCAPE LIGHT INSTALLED UNDER STRUCTURE (TYPICAL X-01),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,200,,EACH,,,Y,False,,True,,,False,,,
631,3,BOM_RPO27462/000 x 1,"LIGHTING SUPPORT FOR ESCAPE LIGHT INSTALLED ON COLUMN WITH DIAM. 480MM, L=420MM (TYPICAL X-02A)",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,210,,EACH,,,Y,False,,True,,,False,,,
632,3,BOM_RPO27463/000 x 4,"LIGHTING SUPPORT FOR ESCAPE LIGHT INSTALLED ON COLUMN WITH DIAM. 480MM, L=220MM (TYPICAL X-02B)",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,220,,EACH,,,Y,False,,True,,,False,,,
633,3,BOM_RPO27464/000 x 8,LIGHTING SUPPORT FOR ESCAPE LIGHT INSTALLED ON COLUMN WITH DIAM. 500MM (TYPICAL X-03),8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,230,,EACH,,,Y,False,,True,,,False,,,
634,3,BOM_RPO27465/000 x 1,LIGHTING SUPPORT FOR ESCAPE LIGHT INSTALLED ON COLUMN WITH DIAM. 273MM (TYPICAL X-04),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,240,,EACH,,,Y,False,,True,,,False,,,
635,3,BOM_RPO27466/000 x 13,LIGHTING SUPPORT FOR FLOODLIGHT INSTALLED UNDER BEAM (TYPICAL L-10),13,BOM,13,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,250,,EACH,,,Y,False,,True,,,False,,,
636,3,BOM_RPO595100334/001 x 350,T-BAR FOR TWO CABLE WITH DIAMETER UP TO 1.25 INCHES,350,BOM,350,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,260,,EACH,,,Y,False,,True,,,False,,,
637,3,BOM_RPR595100362/000 x 300,HILTI STUD X-BT-MR M10/15 SN 8,300,BOM,300,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,270,,EACH,,,Y,False,,True,,,False,,,
638,3,BOM_RPR595100364/000 x 20,HILTI STUD X-BT-MR M6/14 SN 8 (2194337),20,BOM,20,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,290,,EACH,,,Y,False,,True,,,False,,,
639,1,K063EID25_0506053/002 x 1,OFF MODULE LIGHTING SYSTEM - BALANCE,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,640,,EACH,,,Y,False,,True,,,False,,,
640,2,BOM_SKO2160553/000 x 1,LTS OFF-MODULE MATERIALS FOR LIGHTING SYSTEM,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K063EID22_0506053..1.000000,Y,False,,True,,,False,,,
641,3,BOM_RPO27451/000 x 5,LIGHTING POLE ON STRUCTURAL BEAM FOR WELL-GLASS (TYPICAL L-02A) - COLD BOX,5,BOM,5,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
642,3,BOM_RPO27452/000 x 1,LIGHTING POLE ON STRUCTURAL BEAM FOR WELL-GLASS (TYPICAL L-02B) - SURGE VESSEL,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
643,3,BOM_RPR595100362/000 x 50,HILTI STUD X-BT-MR M10/15 SN 8,50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
644,3,BOM_RPR595100366/000 x 50,CARTRIDGE 6.8/11 M BROWN HIGH PRECISION (412689),50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
645,3,BOM_RPO595100334/001 x 100,T-BAR FOR TWO CABLE WITH DIAMETER UP TO 1.25 INCHES,100,BOM,100,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
646,3,BOM_RCO465599502/000 x 400,2CX10AWG+G/A (120V),400,BOM,400,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,M,,,Y,False,,True,,,False,,,
647,3,BOM_RPO595100306/000 x 16,"CABLE GLAND 3/4"" NPT FOR MC-HL ARMOURED CABLES (CCW) FOR INCREASED SAFE ENCLOSURE",16,BOM,16,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,,Y,False,,True,,,False,,,
648,3,BOM_RCO465599585/000 x 10,1CX2AWG/G,10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,M,,,Y,False,,True,,,False,,,
649,3,BOM_RCO465599583/000 x 50,1CX6AWG/G,50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,100,,M,,,Y,False,,True,,,False,,,
650,3,BOM_RPO27458/000 x 2,LIGHTING SUPPORT FOR WELL-GLASS ON LATERAL BEAM (TYPICAL L-07),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,110,,EACH,,,Y,False,,True,,,False,,,
651,3,BOM_RVO21661/000 x 20,S-BT EARTHING ASSEMBLY M10,20,BOM,20,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,120,,EACH,,,Y,False,,True,,,False,,,
652,3,BOM_RPO27444/000 x 8,WELL-GLASS LED 40W,8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,140,,EACH,,,Y,False,,True,,,False,,,
653,1,K063EIF00_0506053/001 x 1,LIGHTING ELECTRICAL CABLES 1ST MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,650,,EACH,,,Y,False,,True,,,False,,,
654,2,BOM_SKO2160543/001 x 1,LTS MODULE ELECTRIC CABLE 1ST MTO,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K063EIF01_0506053..1.000000,Y,False,,True,,,False,,,
655,3,BOM_RCO465599502/000 x 4000,2CX10AWG+G/A (120V),4000,BOM,4000,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,M,,,Y,False,,True,,,False,,,
656,3,BOM_RCO465599506/000 x 400,2CX2AWG+G/A (120V),400,BOM,400,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,M,,,Y,False,,True,,,False,,,
657,3,BOM_RCO465599515/000 x 250,3CX2AWG+G/A (480V),250,BOM,250,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,M,,,Y,False,,True,,,False,,,
658,3,BOM_RCO465599583/000 x 2400,1CX6AWG/G,2400,BOM,2400,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,M,,,Y,False,,True,,,False,,,
659,3,BOM_RCO465599585/000 x 2200,1CX2AWG/G,2200,BOM,2200,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,M,,,Y,False,,True,,,False,,,
660,1,K063EIH00_0506053/001 x 1,"MODULE CABLE TRAYS, SUPPORTS & ACCESSORIES  1ST MTO",1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,670,,EACH,,,Y,False,,True,,,False,,,
661,2,BOM_SKO2160540/001 x 1,"LTS MODULE CABLE TRAYS, SUPPORTS & ACCESSORIES  1ST MTO",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K063EIH01_0506053..1.000000,Y,False,,True,,,False,,,
662,3,BOM_RPO574440217/000 x 1,"60 HORIZONTAL ELBOW H=6,W=30,R=24",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
663,3,BOM_RPO574440183/000 x 55,"90 HORIZONTAL ELBOW H=4,W=6,R=12",55,BOM,55,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
664,3,BOM_RPO574440181/000 x 16,"90 HORIZONTAL ELBOW H=4,W=9,R=12",16,BOM,16,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
665,3,BOM_RPO574440179/000 x 5,"90 HORIZONTAL ELBOW H=4,W=12,R=12",5,BOM,5,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
666,3,BOM_RPO574440177/000 x 7,"90 HORIZONTAL ELBOW H=4,W=18,R=12",7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
667,3,BOM_RPO574440175/000 x 3,"90 HORIZONTAL ELBOW H=4,W=24,R=12",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,,Y,False,,True,,,False,,,
